objectid,title,classification,dated,artist,medium,department,image_path,image_url,embedding_idx
46119,Cardinal Francesco Cennini,painting,,,oil on canvas,,./images/46119.jpg,"https://api.nga.gov/iiif/6f4d6afd-4968-4508-b730-f90c89e9d53c/full/!512,512/0/default.jpg",0
52260,Roses in a Vase,painting,,,oil on wood,,./images/52260.jpg,"https://api.nga.gov/iiif/5f1d5f48-8378-47b8-bea6-af40486aac4f/full/!512,512/0/default.jpg",1
52444,Family Group,painting,,,oil on canvas,,./images/52444.jpg,"https://api.nga.gov/iiif/82934d52-e0c1-4a48-b0fd-d96402b3921c/full/!512,512/0/default.jpg",2
42925,The Fire Boss,painting,,,oil on canvas,,./images/42925.jpg,"https://api.nga.gov/iiif/2bab2cfc-3cb6-45e5-a030-1779aedb5981/full/!512,512/0/default.jpg",3
53529,Saint Wolfgang,painting,,,oil on panel,,./images/53529.jpg,"https://api.nga.gov/iiif/8fbd2f18-6086-43b3-8076-ae850dd13393/full/!512,512/0/default.jpg",4
140728,"View of Bregentved Forest, Sjaeeland",painting,,,oil on canvas,,./images/140728.jpg,"https://api.nga.gov/iiif/62b4f26d-a628-4f4e-b4fe-56123fc61999/full/!512,512/0/default.jpg",5
46140,Bishop Alvise Grimani,painting,,,oil on canvas,,./images/46140.jpg,"https://api.nga.gov/iiif/fb07738a-9b03-4bd1-8f3a-04d291e8d062/full/!512,512/0/default.jpg",6
59888,The Independent Voter,painting,,,oil on canvas,,./images/59888.jpg,"https://api.nga.gov/iiif/d25dd005-1a0a-470e-a0ab-25fe90f83400/full/!512,512/0/default.jpg",7
70329,John Eldred,painting,,,oil on canvas,,./images/70329.jpg,"https://api.nga.gov/iiif/47d40a01-f055-4c30-b2a1-77b337422642/full/!512,512/0/default.jpg",8
39768,Sharp-Tailed Finch,painting,,,pencil and oil on millboard,,./images/39768.jpg,"https://api.nga.gov/iiif/22b18453-476c-4ee8-9ccf-fcf89b51fdcb/full/!512,512/0/default.jpg",9
46659,Madame Cahen,painting,,,oil on canvas,,./images/46659.jpg,"https://api.nga.gov/iiif/44d08af4-4807-40c0-9daf-f9dcbbe10486/full/!512,512/0/default.jpg",10
52277,Sir William Hamilton,painting,,,oil on canvas,,./images/52277.jpg,"https://api.nga.gov/iiif/f6ce380f-82c3-469e-b829-54859d95f881/full/!512,512/0/default.jpg",11
59912,Sisters in Red,painting,,,oil on canvas,,./images/59912.jpg,"https://api.nga.gov/iiif/520dc7be-348e-4ddd-8368-3ccbbe3bf960/full/!512,512/0/default.jpg",12
137693,Raspberries,painting,,,oil on canvas,,./images/137693.jpg,"https://api.nga.gov/iiif/a1bcc83a-d79f-4390-8884-95cd75ab6862/full/!512,512/0/default.jpg",13
43711,Melons and Grapes,painting,,,oil on canvas,,./images/43711.jpg,"https://api.nga.gov/iiif/f24f6715-c256-4187-8cb7-443822399884/full/!512,512/0/default.jpg",14
42460,Charles Adams Wheeler,painting,,,oil on canvas,,./images/42460.jpg,"https://api.nga.gov/iiif/52dbedec-0e89-4e69-b819-37483e3edd02/full/!512,512/0/default.jpg",15
101776,Alexander and Bucephalus,painting,,,oil on canvas,,./images/101776.jpg,"https://api.nga.gov/iiif/499390e8-9619-4d62-8084-ddc06cd72359/full/!512,512/0/default.jpg",16
34,Saint Peter,painting,,,tempera on panel,,./images/34.jpg,"https://api.nga.gov/iiif/6c812e1a-db84-4ec1-98cf-ad67e177a4fc/full/!512,512/0/default.jpg",17
37633,"Saint Peter, with Saint James Major [left panel]",painting,,,tempera on panel,,./images/37633.jpg,"https://api.nga.gov/iiif/1632458b-c6b1-43f5-802d-db2f6cb1fe03/full/!512,512/0/default.jpg",18
89682,Peonies,painting,,,oil on canvas,,./images/89682.jpg,"https://api.nga.gov/iiif/9eb4ccbd-96c2-4799-a71d-209ad2950e24/full/!512,512/0/default.jpg",19
134540,Still Life with Grapes and Game,painting,,,oil on panel,,./images/134540.jpg,"https://api.nga.gov/iiif/70878c44-5954-4aeb-961e-97d571f4d5ec/full/!512,512/0/default.jpg",20
41625,Saint James Minor,painting,,,tempera on panel,,./images/41625.jpg,"https://api.nga.gov/iiif/b21ae2a3-8f77-47d9-ac02-04fce864c313/full/!512,512/0/default.jpg",21
46053,Antwerp Cathedral,painting,,,oil on copper,,./images/46053.jpg,"https://api.nga.gov/iiif/8781a9cd-14ad-4647-9c76-497c5a84ecfb/full/!512,512/0/default.jpg",22
50657,Boy Chief - Ojibbeway,painting,,,oil on canvas,,./images/50657.jpg,"https://api.nga.gov/iiif/9fce5429-77e8-4e0c-9815-238322e3595d/full/!512,512/0/default.jpg",23
46545,Théodore Duret,painting,,,oil on cardboard on wood,,./images/46545.jpg,"https://api.nga.gov/iiif/d24df33e-1403-4e96-ad1b-b6f41a9e8c1a/full/!512,512/0/default.jpg",24
71550,Sainte-Adresse,painting,,,oil on canvas,,./images/71550.jpg,"https://api.nga.gov/iiif/579777b9-33fb-493e-8e2c-89b972019854/full/!512,512/0/default.jpg",25
52950,Paul Smith Palmer,painting,,,oil on canvas,,./images/52950.jpg,"https://api.nga.gov/iiif/9dfb3685-fb0f-4142-9bd4-c2eaf125c068/full/!512,512/0/default.jpg",26
39762,"A Graduate of Merton College, Oxford",painting,,,oil on canvas,,./images/39762.jpg,"https://api.nga.gov/iiif/ab3fda0a-1bc8-4fe0-a3af-841862b622f4/full/!512,512/0/default.jpg",27
50415,"Ottowa Chief, His Wife, and a Warrior",painting,,,oil on card mounted on paperboard,,./images/50415.jpg,"https://api.nga.gov/iiif/8b65b740-7dd2-4061-8df3-14ef425aa07b/full/!512,512/0/default.jpg",28
50517,View of the Lower Mississippi,painting,,,oil on card mounted on paperboard,,./images/50517.jpg,"https://api.nga.gov/iiif/7ff8e174-13ba-4ea4-a70f-e43e34c74570/full/!512,512/0/default.jpg",29
59889,The Finish,painting,,,oil on wood,,./images/59889.jpg,"https://api.nga.gov/iiif/d23363f9-99f9-463f-9972-6b7503ae5e1a/full/!512,512/0/default.jpg",30
34076,"Thomas Dawson, Viscount Cremorne",painting,,,oil on canvas,,./images/34076.jpg,"https://api.nga.gov/iiif/adccbd80-5638-4ff6-8196-94aa7058434b/full/!512,512/0/default.jpg",31
195850,"The Louvre, Afternoon, Rainy Weather",painting,,,oil on canvas,,./images/195850.jpg,"https://api.nga.gov/iiif/f7896300-10dd-4eec-ae25-bf689ce99015/full/!512,512/0/default.jpg",32
435,Woman Holding an Apple,painting,,,oil on canvas,,./images/435.jpg,"https://api.nga.gov/iiif/4b6a997d-410c-44af-a3f1-95ac4f103717/full/!512,512/0/default.jpg",33
50525,An Indian Council - Sioux,painting,,,oil on card mounted on paperboard,,./images/50525.jpg,"https://api.nga.gov/iiif/c9b3fee0-c018-4647-aca8-b3b6548c0f23/full/!512,512/0/default.jpg",34
33751,A Princess of Saxony,painting,,,oil on panel,,./images/33751.jpg,"https://api.nga.gov/iiif/e074060a-4e8e-4787-b20c-0e1e06b50c6e/full/!512,512/0/default.jpg",35
43629,Father and Son,painting,,,oil on canvas,,./images/43629.jpg,"https://api.nga.gov/iiif/0b253b19-3f10-4116-8ce6-5b43ba041b65/full/!512,512/0/default.jpg",36
50219,Patrick Tracy,painting,,,oil on canvas,,./images/50219.jpg,"https://api.nga.gov/iiif/f682a917-3cf9-4c5b-b20f-0fbc753f6146/full/!512,512/0/default.jpg",37
34137,General William Smallwood,painting,,,oil on canvas,,./images/34137.jpg,"https://api.nga.gov/iiif/8375aa34-0055-415e-8cd9-2e520e927769/full/!512,512/0/default.jpg",38
43597,Portrait of a Gentleman,painting,,,oil on canvas,,./images/43597.jpg,"https://api.nga.gov/iiif/eb7fb3ec-edff-4b87-8dbe-0e88f924e955/full/!512,512/0/default.jpg",39
3200,Saint Bernard with Donor [obverse],painting,,,oil on panel,,./images/3200.jpg,"https://api.nga.gov/iiif/d20acee9-c24e-4d81-96c0-bb4d55efa42b/full/!512,512/0/default.jpg",40
50546,Four Angustura Indians,painting,,,oil on card mounted on paperboard,,./images/50546.jpg,"https://api.nga.gov/iiif/75759cd7-2e0c-492c-a26c-eadd223144b9/full/!512,512/0/default.jpg",41
293,The Madonna of the Carnation,painting,,,oil on panel,,./images/293.jpg,"https://api.nga.gov/iiif/7d155b47-3193-4c54-9f91-93fe6f9ea46c/full/!512,512/0/default.jpg",42
133837,Esther and Mordecai,painting,,,oil on panel,,./images/133837.jpg,"https://api.nga.gov/iiif/b4a0805c-66b3-4209-ab44-cb33dc1cb359/full/!512,512/0/default.jpg",43
50460,"Nayas Indian Chief, His Wife, and a Warrior",painting,,,oil on card mounted on paperboard,,./images/50460.jpg,"https://api.nga.gov/iiif/a21be0d5-0780-4187-b43c-75d61b264588/full/!512,512/0/default.jpg",44
125227,"View of the Cloaca Maxima, Rome",painting,,,oil on canvas,,./images/125227.jpg,"https://api.nga.gov/iiif/1b437599-19d1-42ce-be06-354aa9f5ad2e/full/!512,512/0/default.jpg",45
35085,The Windmill,painting,,,oil on wood,,./images/35085.jpg,"https://api.nga.gov/iiif/ee686635-b527-4e36-82fc-53f09e10cee4/full/!512,512/0/default.jpg",46
42918,Henry Eichholtz Leman,painting,,,oil on canvas,,./images/42918.jpg,"https://api.nga.gov/iiif/6b86674b-c890-47f4-8782-7c875bba5c21/full/!512,512/0/default.jpg",47
97063,Marie Buloz Pailleron (Madame Édouard Pailleron),painting,,,oil on canvas,,./images/97063.jpg,"https://api.nga.gov/iiif/2e694859-eac1-4662-b1dd-ac0d10273655/full/!512,512/0/default.jpg",48
90,Saint Ildefonso,painting,,,oil on canvas,,./images/90.jpg,"https://api.nga.gov/iiif/a600b632-2bb6-4979-a750-85cee48c24b6/full/!512,512/0/default.jpg",49
46091,Elizabeth Fulford Welshman,painting,,,oil on canvas,,./images/46091.jpg,"https://api.nga.gov/iiif/eb5ad869-b1c7-4cb1-9658-348751d9a0e9/full/!512,512/0/default.jpg",50
297,Allegory of Virtue and Vice,painting,,,oil on panel,,./images/297.jpg,"https://api.nga.gov/iiif/f0b74955-f395-4fd2-b6c3-d85ea7213e58/full/!512,512/0/default.jpg",51
42286,Mrs. Charles S. Carstairs,painting,,,oil on canvas,,./images/42286.jpg,"https://api.nga.gov/iiif/331862c8-6f51-4f07-8f18-bb9be7e872e6/full/!512,512/0/default.jpg",52
195531,The Great Mother,painting,,,oil on canvas,,./images/195531.jpg,"https://api.nga.gov/iiif/e2beca5e-bc74-4274-8844-f5fe0826a59c/full/!512,512/0/default.jpg",53
12137,Wealth and Benefits of the Spanish Monarchy under Charles III,painting,,,oil on canvas,,./images/12137.jpg,"https://api.nga.gov/iiif/4fa70f8d-9d2b-47ca-8a84-e49c942e900d/full/!512,512/0/default.jpg",54
250,The Crucifixion with Saint Jerome and Saint Francis,painting,,,tempera on poplar panel,,./images/250.jpg,"https://api.nga.gov/iiif/8dc653bf-8726-4b9f-8a48-5f7ef1f127d6/full/!512,512/0/default.jpg",55
50572,Luxuriant Forest on the Bank of the Amazon,painting,,,oil on card mounted on paperboard,,./images/50572.jpg,"https://api.nga.gov/iiif/d9632c2c-719b-43e0-bf00-831c074ae190/full/!512,512/0/default.jpg",56
59884,Adelina Morton,painting,,,oil on canvas,,./images/59884.jpg,"https://api.nga.gov/iiif/7c70d6e2-bdf8-4637-b97a-b7a4c9572a96/full/!512,512/0/default.jpg",57
50559,A Puelchee Chief and Two Young Warriors,painting,,,oil on card mounted on paperboard,,./images/50559.jpg,"https://api.nga.gov/iiif/2c60aee3-9a72-476b-a738-eb02793b9bf1/full/!512,512/0/default.jpg",58
50605,"Grand Lavoir, Pampa del Sacramento",painting,,,oil on card mounted on paperboard,,./images/50605.jpg,"https://api.nga.gov/iiif/7a687ef4-cc10-4f53-a2e4-2cb0dd22b1d2/full/!512,512/0/default.jpg",59
34096,Portrait of a Lady,painting,,,oil on canvas,,./images/34096.jpg,"https://api.nga.gov/iiif/5704b1ee-30e7-4efb-831b-5a8f3e5e1fbd/full/!512,512/0/default.jpg",60
76212,Flowers in a Basket and a Vase,painting,,,oil on panel,,./images/76212.jpg,"https://api.nga.gov/iiif/e33d5263-724a-4c8e-b803-c5275c9ad3b6/full/!512,512/0/default.jpg",61
132271,Still Life with Peacock Pie,painting,,,oil on panel,,./images/132271.jpg,"https://api.nga.gov/iiif/41773249-b42a-4402-8040-3b57a4f679fa/full/!512,512/0/default.jpg",62
1142,The Baptism of Christ,painting,,,oil on canvas,,./images/1142.jpg,"https://api.nga.gov/iiif/438b0fa2-4c5b-4993-ba89-d91a9d37fc39/full/!512,512/0/default.jpg",63
50484,"Buffalo Chase, with Accidents",painting,,,oil on card mounted on paperboard,,./images/50484.jpg,"https://api.nga.gov/iiif/0ee4ce32-e06d-463a-9c37-a1390168525e/full/!512,512/0/default.jpg",64
41604,Nymphs Feeding the Child Jupiter,painting,,,oil on canvas,,./images/41604.jpg,"https://api.nga.gov/iiif/fb490bdd-68a8-4cc2-84dc-e3422d396ca9/full/!512,512/0/default.jpg",65
43450,Man with Vial,painting,,,oil on canvas,,./images/43450.jpg,"https://api.nga.gov/iiif/d5c1f35b-f828-4eab-b3aa-424b2fca9a37/full/!512,512/0/default.jpg",66
162261,View of Medinet El-Fayoum,painting,,,oil on wood,,./images/162261.jpg,"https://api.nga.gov/iiif/45927cd3-b962-4cf4-b1ae-e85120baf240/full/!512,512/0/default.jpg",67
42414,Mr. Kline,painting,,,oil on wood,,./images/42414.jpg,"https://api.nga.gov/iiif/ab2c0c19-229e-4435-857f-231e71811b12/full/!512,512/0/default.jpg",68
46166,Christ Instructing Peter and John to Prepare for the Passover,painting,,,tempera on panel,,./images/46166.jpg,"https://api.nga.gov/iiif/11f19790-1d68-4f9a-8b38-d7384a74d58b/full/!512,512/0/default.jpg",69
175339,A Longshoreman,painting,,,oil on canvas,,./images/175339.jpg,"https://api.nga.gov/iiif/c52c278e-a03a-489b-80d4-918e6ab6dacf/full/!512,512/0/default.jpg",70
414,Saint Peter,painting,,,tempera on poplar panel,,./images/414.jpg,"https://api.nga.gov/iiif/bbedbb38-f641-4efe-b27a-f2e1139508a7/full/!512,512/0/default.jpg",71
41600,Portrait of a Clergyman (Johann Dorsch?),painting,,,oil on parchment on fabric,,./images/41600.jpg,"https://api.nga.gov/iiif/9931c64e-f49b-440b-9ca8-7eea19df3c1f/full/!512,512/0/default.jpg",72
1147,"Wivenhoe Park, Essex",painting,,,oil on canvas,,./images/1147.jpg,"https://api.nga.gov/iiif/d35b1ce8-99dc-44b4-bec7-daf204aa03f0/full/!512,512/0/default.jpg",73
43,Madonna and Child and the Infant Saint John in a Landscape,painting,,,oil on canvas,,./images/43.jpg,"https://api.nga.gov/iiif/9bc6943e-0f09-4861-b665-fc4b0a7c29d1/full/!512,512/0/default.jpg",74
61174,Still Life with Dead Game,painting,,,oil on canvas,,./images/61174.jpg,"https://api.nga.gov/iiif/4246e72b-cc40-4c13-a02d-59f0ac901740/full/!512,512/0/default.jpg",75
46043,Girl with Birds,painting,,,oil on canvas,,./images/46043.jpg,"https://api.nga.gov/iiif/1f38ddd9-d78c-4780-bf53-cf979e65759e/full/!512,512/0/default.jpg",76
34093,Phoebe Cassidy Freeman (Mrs. Clarkson Freeman),painting,,,oil on canvas,,./images/34093.jpg,"https://api.nga.gov/iiif/1c84ef3c-698d-46c5-b1e1-6a9c60a01856/full/!512,512/0/default.jpg",77
50467,Three Walla Walla Indians,painting,,,oil on card mounted on paperboard,,./images/50467.jpg,"https://api.nga.gov/iiif/b83159e8-deb4-4554-9f42-d9e2e70185df/full/!512,512/0/default.jpg",78
57652,The Requisition,painting,,,oil on canvas,,./images/57652.jpg,"https://api.nga.gov/iiif/2871434a-1f57-4a85-86d7-657dbed79953/full/!512,512/0/default.jpg",79
50537,Four Zurumati Children,painting,,,oil on card mounted on paperboard,,./images/50537.jpg,"https://api.nga.gov/iiif/f6fb42e3-917e-43a7-9e2f-9eb93a4d2463/full/!512,512/0/default.jpg",80
166472,En route pour la pêche (Setting Out to Fish),painting,,,oil on canvas,,./images/166472.jpg,"https://api.nga.gov/iiif/104fd57e-cd5f-4fa5-a31c-440dcd256ed6/full/!512,512/0/default.jpg",81
46163,View of Munich,painting,,,oil on canvas,,./images/46163.jpg,"https://api.nga.gov/iiif/2841a535-cef8-4261-99f4-8a93878a54fd/full/!512,512/0/default.jpg",82
59917,J. M. Stolle,painting,,,oil on canvas,,./images/59917.jpg,"https://api.nga.gov/iiif/5672ff0d-42cc-4c54-a9fb-57e14c85fc05/full/!512,512/0/default.jpg",83
46534,Marie Murer,painting,,,oil on canvas,,./images/46534.jpg,"https://api.nga.gov/iiif/83d4f5b6-7e34-456a-a1bc-470e4838bf3b/full/!512,512/0/default.jpg",84
51136,Mlle Charlotte Berthier,painting,,,oil on canvas,,./images/51136.jpg,"https://api.nga.gov/iiif/f422307b-82b4-4785-99bd-c331742bb866/full/!512,512/0/default.jpg",85
41595,"Mary, Queen of Heaven",painting,,,oil on panel,,./images/41595.jpg,"https://api.nga.gov/iiif/ffb111b5-5cc1-41f8-918f-c8a973709d0c/full/!512,512/0/default.jpg",86
50427,Osceola and Four Seminolee Indians,painting,,,oil on card mounted on paperboard,,./images/50427.jpg,"https://api.nga.gov/iiif/40657d7e-9d68-4a7a-a243-9c0a6f8f186f/full/!512,512/0/default.jpg",87
34066,Sarah Blake Sturgis,painting,,,oil on canvas,,./images/34066.jpg,"https://api.nga.gov/iiif/cb038ed7-90e6-44f9-8fdf-fd37a518eba9/full/!512,512/0/default.jpg",88
50347,A Cheyenne Warrior Resting His Horse,painting,,,oil on card mounted on paperboard,,./images/50347.jpg,"https://api.nga.gov/iiif/1ea57c19-074e-46e1-98f6-c2784497040d/full/!512,512/0/default.jpg",89
41613,The Healing of Palladia by Saint Cosmas and Saint Damian,painting,,,tempera and oil on poplar panel,,./images/41613.jpg,"https://api.nga.gov/iiif/3d44d981-1d36-446d-a6ac-e755be3f7c5e/full/!512,512/0/default.jpg",90
34163,Portrait of an Old Man,painting,,,oil on canvas,,./images/34163.jpg,"https://api.nga.gov/iiif/9b390c82-01dd-4538-94fb-9091e489e17f/full/!512,512/0/default.jpg",91
195497,Wooded Landscape with Figures,painting,,,oil on panel,,./images/195497.jpg,"https://api.nga.gov/iiif/435b1a2c-543e-479d-a642-bcf6aecab5b2/full/!512,512/0/default.jpg",92
110275,Breakfast,painting,,,oil on academy board,,./images/110275.jpg,"https://api.nga.gov/iiif/8351dc49-79ea-4826-8bd4-ffde17d2e21f/full/!512,512/0/default.jpg",93
50571,Shore of the Essequibo,painting,,,oil on card mounted on paperboard,,./images/50571.jpg,"https://api.nga.gov/iiif/d570ae6c-9f2f-4d78-95af-152e4a451dc9/full/!512,512/0/default.jpg",94
56914,James Madison,painting,,,oil on wood,,./images/56914.jpg,"https://api.nga.gov/iiif/ab7f71b8-00f6-408f-847a-1ae2986be106/full/!512,512/0/default.jpg",95
89681,View of the Louvre,painting,,,oil on board,,./images/89681.jpg,"https://api.nga.gov/iiif/3238d41c-6d94-49dc-8b3a-3d069210d022/full/!512,512/0/default.jpg",96
52266,Mrs. Richard Brinsley Sheridan,painting,,,oil on canvas,,./images/52266.jpg,"https://api.nga.gov/iiif/9d4bec97-002f-4dd7-992f-9f6adf986f0b/full/!512,512/0/default.jpg",97
53121,Man with Pipe,painting,,,oil on canvas,,./images/53121.jpg,"https://api.nga.gov/iiif/699a3da0-3e40-4907-bbb6-277d5f2ab1ee/full/!512,512/0/default.jpg",98
34064,George Washington,painting,,,oil on canvas,,./images/34064.jpg,"https://api.nga.gov/iiif/36f868d3-049b-4d0c-a4d9-a5fe5584abb9/full/!512,512/0/default.jpg",99
50635,Father Hennepin and Two Companions Made Prisoners by the Sioux.  April 1680,painting,,,oil on canvas,,./images/50635.jpg,"https://api.nga.gov/iiif/a5c51660-b530-44e4-9a7c-96c8a496d0e3/full/!512,512/0/default.jpg",100
42449,Maria,painting,,,"watercolor, pen, and ink on silk",,./images/42449.jpg,"https://api.nga.gov/iiif/9a98fb70-bd52-484b-b14c-053cf84949ae/full/!512,512/0/default.jpg",101
50381,Three Mandan Warriors Armed for War,painting,,,oil on card mounted on paperboard,,./images/50381.jpg,"https://api.nga.gov/iiif/aa795815-e47a-472d-b593-2677bae93fa3/full/!512,512/0/default.jpg",102
42479,Old Man in Red Slat Back Chair,painting,,,oil on canvas,,./images/42479.jpg,"https://api.nga.gov/iiif/e48f662c-51d1-4a2f-b26f-5597acc9eb7c/full/!512,512/0/default.jpg",103
50547,Four Mura Indians,painting,,,oil on card mounted on paperboard,,./images/50547.jpg,"https://api.nga.gov/iiif/034edbfe-0c7c-4f61-b71b-09e73628994f/full/!512,512/0/default.jpg",104
107,Mrs. John Taylor,painting,,,oil on canvas,,./images/107.jpg,"https://api.nga.gov/iiif/ce6561c4-2c7f-4355-9fea-fa3c1efa4b53/full/!512,512/0/default.jpg",105
50469,"A Stone Warrior, His Wife, and a Boy",painting,,,oil on card mounted on paperboard,,./images/50469.jpg,"https://api.nga.gov/iiif/d0ab1f33-1ec6-445a-88c4-93de4c5d1255/full/!512,512/0/default.jpg",106
41641,The Rule of Bacchus [left panel],painting,,,oil on hardboard transferred from panel,,./images/41641.jpg,"https://api.nga.gov/iiif/6d7a3f41-6c87-4055-bd05-a96006f9bd74/full/!512,512/0/default.jpg",107
366,The Archangel Gabriel,painting,,,tempera on poplar panel,,./images/366.jpg,"https://api.nga.gov/iiif/25119c6b-17c0-4daa-8589-dfcf2d041b4f/full/!512,512/0/default.jpg",108
1225,Keelmen Heaving in Coals by Moonlight,painting,,,oil on canvas,,./images/1225.jpg,"https://api.nga.gov/iiif/c1e33e8d-ffe4-4d20-a267-87ffcf94f7ce/full/!512,512/0/default.jpg",109
80924,The Fortress of Königstein,painting,,,oil on canvas,,./images/80924.jpg,"https://api.nga.gov/iiif/8b3b5c3e-0b36-4229-bbcf-645cd16126f9/full/!512,512/0/default.jpg",110
52954,Man of Science,painting,,,oil on canvas,,./images/52954.jpg,"https://api.nga.gov/iiif/05d1c574-7ed1-4ac2-8d62-da222189c847/full/!512,512/0/default.jpg",111
60791,Lydia Coit Terry (Mrs. Eliphalet Terry),painting,,,oil on canvas,,./images/60791.jpg,"https://api.nga.gov/iiif/9aeb0956-310f-42d6-83c9-67f8fd64fc71/full/!512,512/0/default.jpg",112
58,"Henry, Duke of Gloucester",painting,,,oil on canvas,,./images/58.jpg,"https://api.nga.gov/iiif/51c903d0-02a1-404b-bf92-1e3942c02fef/full/!512,512/0/default.jpg",113
125748,Harvest Scene in the Delaware Valley,painting,,,oil on canvas,,./images/125748.jpg,"https://api.nga.gov/iiif/11dc7010-58a3-465a-8134-7a08a563294a/full/!512,512/0/default.jpg",114
34092,Portrait of a Man,painting,,,oil on wood,,./images/34092.jpg,"https://api.nga.gov/iiif/e342ac76-1eb1-4280-a1e1-8a2faeb75641/full/!512,512/0/default.jpg",115
43428,The Marquis d'Ossun,painting,,,oil on canvas,,./images/43428.jpg,"https://api.nga.gov/iiif/789cc52b-8d47-446c-b6be-3492afd633bf/full/!512,512/0/default.jpg",116
140908,A Quiet Day near Manchester,painting,,,oil on canvas,,./images/140908.jpg,"https://api.nga.gov/iiif/d8f03e63-5d23-4db8-931b-35d82e8233f4/full/!512,512/0/default.jpg",117
34110,Edwin Forrest,painting,,,oil on canvas,,./images/34110.jpg,"https://api.nga.gov/iiif/441d8a7b-c340-4ebe-a5fc-27d529af82ce/full/!512,512/0/default.jpg",118
32687,The Italian Comedians,painting,,,oil on canvas,,./images/32687.jpg,"https://api.nga.gov/iiif/56de693a-9c4c-4777-aaa0-fc7052b836e1/full/!512,512/0/default.jpg",119
32684,A Game of Hot Cockles,painting,,,oil on canvas,,./images/32684.jpg,"https://api.nga.gov/iiif/0c5e1eb1-cd12-45c5-9455-b287dd9dafbc/full/!512,512/0/default.jpg",120
43517,Girl with a Basket of Fish,painting,,,oil on canvas,,./images/43517.jpg,"https://api.nga.gov/iiif/eaa4615c-fa8f-4fc5-b207-0866402c872e/full/!512,512/0/default.jpg",121
46099,John Smith Warner (?),painting,,,oil on canvas,,./images/46099.jpg,"https://api.nga.gov/iiif/3e131331-3120-46f3-8684-b4170cbe6e39/full/!512,512/0/default.jpg",122
41592,Pietà,painting,,,oil on panel,,./images/41592.jpg,"https://api.nga.gov/iiif/f2e8f414-5b22-4667-92eb-8ac452a50da9/full/!512,512/0/default.jpg",123
46637,The Old Musician,painting,,,oil on canvas,,./images/46637.jpg,"https://api.nga.gov/iiif/8d7eff38-fff0-4f9b-9e36-9088b412864e/full/!512,512/0/default.jpg",124
1148,"Corot's Studio: Woman Seated Before an Easel, a Mandolin in her Hand",painting,,,oil on wood,,./images/1148.jpg,"https://api.nga.gov/iiif/e4788e0d-79d1-434c-a358-3015c865409b/full/!512,512/0/default.jpg",125
42436,Master Cleeves,painting,,,aqueous medium on cardboard,,./images/42436.jpg,"https://api.nga.gov/iiif/8259f691-0d68-4471-a246-57dc3a5e1b61/full/!512,512/0/default.jpg",126
41602,The Temptation of Saint Anthony,painting,,,oil on panel,,./images/41602.jpg,"https://api.nga.gov/iiif/a0ecb44d-b5b2-4b04-9b63-0446937f4afb/full/!512,512/0/default.jpg",127
164960,The Stone Breaker,painting,,,oil on wood,,./images/164960.jpg,"https://api.nga.gov/iiif/83917675-a070-4626-82ac-860ba13f6fac/full/!512,512/0/default.jpg",128
41603,Peasant Interior,painting,,,oil on canvas,,./images/41603.jpg,"https://api.nga.gov/iiif/9bb91f84-8284-4a9f-a0bb-71cb599ce764/full/!512,512/0/default.jpg",129
50603,A Connibo Village,painting,,,oil on card mounted on paperboard,,./images/50603.jpg,"https://api.nga.gov/iiif/ca98b362-68cf-42cd-a009-b6c4bf9c9309/full/!512,512/0/default.jpg",130
41663,The Marriage of the Virgin,painting,,,oil on panel,,./images/41663.jpg,"https://api.nga.gov/iiif/b067c452-c429-4dc5-b90c-ae15901544d7/full/!512,512/0/default.jpg",131
1158,Before the Ballet,painting,,,oil on canvas,,./images/1158.jpg,"https://api.nga.gov/iiif/45f18edb-fa34-4907-8d14-3e14098d304c/full/!512,512/0/default.jpg",132
52255,Love as Folly,painting,,,oil on canvas,,./images/52255.jpg,"https://api.nga.gov/iiif/362a8782-f0fd-4093-88f9-36cd0cbfed9b/full/!512,512/0/default.jpg",133
59925,Muster Day,painting,,,oil on canvas,,./images/59925.jpg,"https://api.nga.gov/iiif/f6e0d661-2b4d-4887-8e06-f4e69999182a/full/!512,512/0/default.jpg",134
52254,Heaton Park Races,painting,,,oil on canvas,,./images/52254.jpg,"https://api.nga.gov/iiif/db0af639-beb9-43d1-a661-9422c8050a35/full/!512,512/0/default.jpg",135
156940,Anthonij de Bordes and His Valet,painting,,,oil on canvas,,./images/156940.jpg,"https://api.nga.gov/iiif/47f94aed-a1ec-45b2-a4f0-511a1fc4df4c/full/!512,512/0/default.jpg",136
41690,The Crucifixion,painting,,,"tempera, oil, and gilding on panel",,./images/41690.jpg,"https://api.nga.gov/iiif/034bc932-e493-4847-8d1f-5c3852696462/full/!512,512/0/default.jpg",137
50390,Buffalo Dance - Mandan,painting,,,oil on card mounted on paperboard,,./images/50390.jpg,"https://api.nga.gov/iiif/5b81b623-79e2-45f1-a07d-26b3d9d04e64/full/!512,512/0/default.jpg",138
53583,George Washington Deal,painting,,,oil on canvas,,./images/53583.jpg,"https://api.nga.gov/iiif/90d075f0-1bd9-401b-b85c-2522ae357829/full/!512,512/0/default.jpg",139
1187,The Cottage Dooryard,painting,,,oil on canvas,,./images/1187.jpg,"https://api.nga.gov/iiif/1b7fec5d-9502-42a2-9939-0457b49b8be7/full/!512,512/0/default.jpg",140
